id,lc_name,name,url,reclaim_vat,vat_number,customer_service_email,qty_limit,order_limit,allow_resellers,vat_invoice_info,info
185,Morrisons,MORRISONS,https://groceries.morrisons.com/,Unknown,GB343475355,,,,,email customer service to request an invoice,
186,Mountaindog,MOUNTAINDOG,https://www.mountaindog.uk/,Unknown,GB308879951,bark@mountaindog.uk,,,,Email customer service to request an invoice,
187,My Memory,MY MEMORY,https://www.mymemory.com,Unknown,,support@mymemory.com,,,,Email customer service to request an invoice,
188,Myprotein,MYPROTEIN,https://www.myprotein.com,Unknown,,https://www.myprotein.com/help-centre.list,,,,request thru Customer Service,
189,Neal'Syard,NEAL'SYARD,https://www.nealsyardremedies.com/,Unknown,GB873024141,https://www.nealsyardremedies.com/pages/contact,,,,,
190,Nevisport,NEVISPORT,https://www.nevisport.com/,Unknown,GB916591407,orders@nevisport.com,,,,Email customer service to request an invoice,
191,Next,NEXT,https://www.next.co.uk,Unknown,GB179765890,https://zendesk.next.co.uk/hc/en-gb/requests/new?ticket_form_id=1900000076813,,,,"fill out Contact Us form ",
192,Victoria Secret,Victoria Secret,https://www.victoriassecret.co.uk/,Unknown,GB 179765890,https://customercare.victoriassecret.com/s/,,,,invoice enclosed at the package,
193,Nike,NIKE,https://www.nike.com/gb/,Unknown,GB636510746,https://www.nike.com/gb/help/#contact,None,None,true,Invoice sent to email after dispatch,
194,Nisbets,NISBETS,https://www.nisbets.co.uk,Unknown,GB974803000,,,,,Download from order page,
195,No7Uk,NO7UK,https://www.no7beauty.co.uk/,Unknown,GB240430259,,,,,Download from order page,
196,Notino,NOTINO,https://www.notino.co.uk/,Unknown,GB241003276,info@notino.co.uk,,,,Download from order page,
197,Nvspharmacy,NVSPHARMACY,https://www.nvspharmacy.co.uk/,Unknown,GB627702637,enquiries@nvspharmacy.co.uk,,,,,
198,Ocado,OCADO,https://www.ocado.com/,Unknown,GB370740407,https://help.ocado.com/hc/en-us/requests/new,,,,"Invoice will be sent thru email or Download from order page ",
199,Online Pound Store,ONLINE POUND STORE,https://www.onlinepoundstore.co.uk,Unknown,GB305679741,,,,,Email Customer Service after order has been dispatched,
200,Online4Baby,ONLINE4BABY,https://www.online4baby.com/,Unknown,GB855775378,Hello@online4baby.com,,,,Email Customer Service,
201,Parfumdreams,PARFUMDREAMS,https://www.parfumdreams.co.uk,No,DE813307548,https://www.parfumdreams.co.uk/Contact,,,true,"Not 100% sure can claim VAT, company is foreign.",
202,Parkc,PARKC,https://www.parkcameras.com/,Unknown,GB315944158,sales@parkcameras.com,,,,Invoice is sent out with the order,
203,Partmaster,PARTMASTER,https://www.partmaster.co.uk,Unknown,GB232555575,https://www.partmaster.co.uk/general-enquiry/customer-services.pl,,,,Chat support,
204,Perfumeshop,PERFUMESHOP,https://www.theperfumeshop.com/,Unknown,GB582839203,help@theperfumeshop.com,,,,Chat support,
205,Perfumes Club,Perfumes Club,https://www.perfumesclub.co.uk/,Unknown,,team@perfumesclub.co.uk,,,true,Unsure on VAT invoice...Seems to show VAT on the invoice but they do not have a UK VAT number,"Normally limited to 6 units per item. Never been cancelled. Free delivery when spending over £134.99 "
206,Petconnection,PETCONNECTION,https://www.petconnection.ie/,Unknown,GB798785042,https://www.petconnection.ie/PBCPPlayer.asp?ID=1880944&PGFLngID=1,,,,Chat support,
207,Petdrugs,PETDRUGS,https://www.petdrugsonline.co.uk/,Unknown,GB115141658,https://www.petdrugsonline.co.uk/contact,,,,"Invoice will be sent thru email ",
208,Petplanet,PETPLANET,https://www.petplanet.co.uk/,Unknown,,https://www.petplanet.co.uk/Contact.aspx,,,,Email Customer Service,
209,Pets At Home,PETS AT HOME,https://www.petsathome.com,Unknown,GB616431754,,,,,Chat support or email,
210,Petshop,PETSHOP,https://www.petshop.co.uk/,Unknown,GB111134971,bark@petshop.co.uk,,,,Email Customer Service,
211,Pharmeden,PHARMEDEN,https://www.pharmeden.co.uk/,Unknown,GR998943103,https://www.pharmeden.co.uk/contact-us-i3,,,,Invoice sent upon ordering,
212,Playmobil,PLAYMOBIL,https://www.playmobil.co.uk/,Unknown,,https://www.playmobil.co.uk/CustomerService-Contact,,,,sent thru email,
213,Polej,POLEJ,https://www.polejunkie.com/,Unknown,GB219812012,https://help.polejunkie.com/en-us/contact,,,,Email Customer Service,
214,Popin,POPIN,https://www.popinabox.co.uk/,Unknown,GB442381213,https://www.popinabox.co.uk/help-centre.list,,,,Contact numbers are not available,
215,Pound Shop,POUND SHOP,https://www.poundshop.com/,Unknown,GB179631766,https://www.poundland.co.uk/contact/index,,,,Fill out Contact Us form,
216,Prezzybox,PREZZYBOX,https://www.prezzybox.com,Unknown,,https://www.prezzybox.com/how-can-we-help/,,,,Email Customer Service,
217,Probikekit,PROBIKEKIT,https://www.probikekit.co.uk/,Unknown,GB974860768,https://www.probikekit.co.uk/help-centre.list,,,,Invoice will be sent thru email,
218,Puregusto,puregusto,https://www.puregusto.co.uk/,Unknown,GB173601423,https://www.puregusto.co.uk/support.php,,,,VAT invoices on all orders and one is sent with the goods and another is emailed also,
219,Qdstores,QDSTORES,https://www.qdstores.co.uk/,Unknown,GB385396701,customercare@qdstores.co.uk,,,,Email customer care,
220,Range,RANGE,https://www.therange.co.uk/,Unknown,GB591272335,https://www.therange.co.uk/contact/,,,,Email Customer Service,
221,Rawlins,RAWLINS,https://www.rawlinspaints.com/,Unknown,GB169738019,sales@rawlinspaints.com,,,,invoice will be sent thru email upon ordering,
222,Reliablemed,RELIABLEMED,https://www.reliablemedicare.co.uk/,Unknown,GB228061034,https://www.reliablemedicare.co.uk/contact/,,,,invoice will be sent thru email upon ordering,
223,Richer Sounds,RICHER SOUNDS,https://www.richersounds.com,Unknown,GB237678131,https://www.richersounds.com/repair,,,,Invoice sent upon ordering,
224,Robert Dyas,ROBERT DYAS,https://www.robertdyas.co.uk,Unknown,GB742720153,https://www.robertdyas.co.uk/contact-us,,,,invoice link provided to email upon order confirmation or Download from Account Dashboard,
225,Roov,ROOV,https://roov.co.uk/,Unknown,GB419047401,https://roov.co.uk/contact/,,,,Email customer care,
226,Ryman,RYMAN,https://www.ryman.co.uk/,Unknown,GB672523729,https://www.ryman.co.uk/contact-us,,,,Download from Order Page,
227,Sainsburys,SAINSBURYS,https://www.sainsburys.co.uk/,Unknown,GB660454836,https://help.sainsburys.co.uk/help,,,,sent invoice thru email after dispatch,
228,Sallybeauty,SALLYBEAUTY,https://www.sallybeauty.co.uk/,Unknown,GB260924169,https://help.sallybeauty.co.uk/hc/en-gb/requests/new?ticket_form_id=13225902182545,,,,Email customer care,
229,Samsung,SAMSUNG,https://www.samsung.com/uk,Unknown,GB689376366,https://www.samsung.com/uk/support/contact/,,,,"Product inquiry only, contact #/email not available",
230,Sana,SANA,https://www.sanareva.co.uk/,Unknown,FR14502801764,https://www.sanareva.co.uk/customer/ticket/new/,,,,Invoice will be sent thru email or Download from order page,
231,Sanareva,SANAREVA,https://www.sanareva.co.uk,Unknown,,,,,,Invoice will be sent thru email or Download from order page,
232,Sass & Belle,SASS & BELLE,https://www.sassandbelle.co.uk,Unknown,GB710698629,contact@sassandbelle.co.uk,,,,Email customer service,
233,Savers,SAVERS,https://www.savers.co.uk/,Unknown,GB777947160,help@savers.co.uk,,,,Chat customer support,Normally limits items to 6 per basket. Card will fail when trying multiple orders. Can attempt different card and squeeze in 2nd order. For multiple orders you will need to create multiple accounts and fudge details.
234,Scan,SCAN,https://www.scan.co.uk/,Unknown,GB597943370,https://www.scan.co.uk/help,,,,Download from Order page or fill out Contact Us form,
235,Screwfix,SCREWFIX,https://www.screwfix.com/,Unknown,GB232555575,https://www.screwfix.com/help/helphome,,,,Download from order page,
236,Selfridges,SELFRIDGES,https://www.selfridges.com/,Unknown,GB705325952,https://www.selfridges.com/GB/en/features/info/contact-us/,,,,Download from order page,
237,Sephora,SEPHORA,https://www.sephora.co.uk/,Unknown,GB113948805,,,,,CANNOT ACCESSED WEBISITE,
238,Shopto,SHOPTO,https://www.shopto.net/,Unknown,,,,,,"Do not have support email , need to call if you have query and not account holder",
239,Simply Games,SIMPLY GAMES,https://www.simplygames.com,Unknown,GB364019116,customer-services@simplygames.com,,,,,
240,Smart,SMART,https://www.smartteck.co.uk/,Unknown,,https://www.smartteck.co.uk/contact,,,,PAGE NOT WORKING,
241,Smiggle,SMIGGLE,https://www.smiggle.co.uk,Unknown,GB174358782,https://help.smiggle.co.uk/hc/en-gb/requests/new,,,,Invoice will be sent thru email,
242,Smyths,SMYTHS,https://www.smythstoys.com/,Yes,GB117254824,,,,true,Available on the order page,Generally dont care about qty limits unless its a very in demand item
243,Sonic Direct,SONIC DIRECT,https://www.sonicdirect.co.uk,Unknown,,https://www.sonicdirect.co.uk/content/contact.htm,,,,Invoice will be sent thru email,
244,Spacenk,SPACENK,https://www.spacenk.com/uk/home,Unknown,GB606138363,n.dulge@spacenk.co.uk,,,,Email Customer Service,
245,Sportm,SPORTM,https://www.sportamore.com/,Unknown,GB299688017,store@sportamore.com,,,,the delivery confirmation that was sent to you serves as a receipt for your purchase,
246,Sports Direct,SPORTS DIRECT,https://www.sportsdirect.com,Unknown,GB898439743,https://help.sportsdirect.com/en/support/home,None,None,true,"Invoice provided in the box, you can also email supplier.",
247,Sportsball,SPORTSBALL,https://www.sportsballshop.co.uk/,Unknown,GB685687368,sales@sportsballshop.co.uk,,,,,
248,Spot Light Oral Care,Spot Light Oral Care,https://spotlightoralcare.com/,Unknown,IE3415679KH,info@spotlightoralcare.com,,,,"If you require a VAT receipt please reply to the dispatch confirmation email we send to you stating that you require a VAT receipt. Alternatively, once you have received your goods, if you require a VAT receipt then please contact us and well arrange one for you.",
249,Staples,STAPLES,https://www.staples.co.uk,Unknown,GB391085740,https://www.staples.co.uk/Contact,,,,Email Customer Support,
250,Stort,STORT,https://stortfordtoys.com/,Unknown,GB133933712,https://stortfordtoys.com/contact/,,,,Email customer service after your order has been dispatched,
251,Stylevana,STYLEVANA,https://www.stylevana.com/,Unknown,,,,,,"do not charge VAT/customs fees on orders ",
252,Superdrug,SUPERDRUG,https://www.superdrug.com/,Unknown,GB777947160,https://www.superdrug.com/contact,,,,send email to customer service,
253,Tap Warehouse,TAP WAREHOUSE,https://www.tapwarehouse.com,Unknown,,https://www.tapwarehouse.com/help/contact,,,,request thru chat support,
254,Temptation,TEMPTATION,https://www.temptationgifts.com/,Unknown,GB697782359,customerservice@temptationgifts.com,,,,Email customer service,
255,Tesco,TESCO,https://www.tesco.com/,Unknown,GB220430231,https://www.tesco.com/help/contact,,,,Invoice will be sent thru email,
256,The Body Shop,THE BODY SHOP,https://www.thebodyshop.com/en-gb/,Unknown,GB543938615,https://support-gb.thebodyshop.com/hc/en-gb/requests/new,None,None,true,Email or use live chat. They will email them to you,
257,The Craft Company,THE CRAFT COMPANY,https://www.craftcompany.co.uk,Unknown,GB229105384,https://www.craftcompany.co.uk/contact-us/,,,,Email customer service,
258,The Entertainer,THE ENTERTAINER,https://www.thetoyshop.com,Unknown,GB285200909,https://theentertainer.zendesk.com/hc/en-gb/requests/new?ticket_form_id=360003026918,,,,Email customer service,
259,The Game Collection,THE GAME COLLECTION,https://www.thegamecollection.net,Unknown,GB862311250,support@thegamecollection.net,,,,Email customer service,
260,The Gamery,THE GAMERY,https://www.thegamery.co.uk,Unknown,GB214904623,customer@thegamery.co.uk,,,,Email customer service,
261,The Hut,THE HUT,https://www.thehut.com,Unknown,GB974860768,https://www.thehut.com/help-centre.list,,,,request thru Chat support,
262,The Pen Shop,The Pen Shop,https://www.penshop.co.uk/,Unknown,,Customerservice@penshop.co.uk,,,,Email customer service,
263,The Range,THE RANGE,https://www.therange.co.uk/login,Unknown,,,,,,Email Customer Support,
264,The Works,THE WORKS,https://www.theworks.co.uk,Unknown,GB135597879,https://www.theworks.co.uk/contact,,,,Fill out Contact Us form,
265,Thorntons,THORNTONS,https://www.thorntons.com/uk/en/,Unknown,GB172841360,customercare@thorntons.co.uk,,,,Fill out Contact Us form,
266,Timeforpaws,TIMEFORPAWS,https://www.timeforpaws.co.uk/,Unknown,,https://www.timeforpaws.co.uk/pages/contact-us,,,,Email Customer Service,
267,Tj Hughes,TJ HUGHES,https://www.tjhughes.co.uk,Unknown,,contact@tjhughes.co.uk,,,,"Email Customer Service ",
268,Tkmaxx,TKMAXX,https://www.tkmaxx.com/uk/en/,Unknown,GB662563524,https://www.tkmaxx.com/uk/en/contact-us-message,,,,Email Customer Service and it will be emailed to you within 28days,
269,Tool Station,TOOL STATION,https://www.toolstation.com,Unknown,GB408556737,https://www.toolstation.com/contact,,,,Download from order page or fill out Contact Us form,
270,Tools,TOOLS,https://www.toolstation.com/,Unknown,,,,,,Download from order page or fill out Contact Us form,
271,Toy Dip,TOY DIP,https://toydip.com,Unknown,GB221010939,https://toydip.com/pages/contact-us,,,,Email Customer Service,
272,Toys R Us,TOYS R US,https://www.toysrus.co.uk,Unknown,GB397324660,https://www.toysrus.co.uk/contact.html,,,,"Email Customer Service ",
273,Toyshop,TOYSHOP,https://www.thetoyshop.com/,Unknown,,,,,,Fill out Contact Us form,
274,Toyspound,TOYSPOUND,https://toysforapound.com/,Unknown,,info@toysforapound.com,,,,"Email Customer Service ",
275,Twinnings,TWINNINGS,https://twinings.co.uk/,Unknown,GB730168554,https://twinings.co.uk/pages/contact-us,,,,invoice link sent thru email after order has been placed,
276,Very,VERY,https://www.very.co.uk/,Unknown,GB163769628,https://www.very.co.uk/help/en/online-help-system.page#help-contact-us,,,,Invoices are available to view from Invoice Portal accessed through online account.,
277,Vetuk,VETUK,https://www.vetuk.co.uk/,Unknown,GB378276745,https://www.vetuk.co.uk/contact_us,,,,"Email Customer Service ",
278,Viking,VIKING,https://www.viking-direct.co.uk/,Unknown,,https://www.viking-direct.co.uk/en/customer-service/contact-us,,,,Download from online portal,
279,Viovet,VIOVET,https://www.viovet.co.uk/,Unknown,GB923297219,support@viovet.co.uk,,,,Invoice sent thru email or download from Track Previous Orders,
280,Vonhaus,VONHAUS,https://www.vonhaus.com/,Unknown,GB993263095,support@vonhaus.com,,,,"Email Customer Service ",
281,Waitrose,WAITROSE,https://www.waitrose.com/,Unknown,GB232457280,https://www.waitrose.com/ecom/help-information/customer-service/contact-us,,,,,
282,Waitrosepet,WAITROSEPET,https://www.waitrosepet.com/,Unknown,,,,,,,
283,Wayland,WAYLAND,https://www.waylandgames.co.uk/,Unknown,GB942355718,support@waylandgames.co.uk,,,,,
284,Weldricks,WELDRICKS,https://www.weldricks.co.uk/,Unknown,GB181563556,customerservices@weldricks.co.uk,,,,,
285,Whitecomp,WHITECOMP,https://www.thewhitecompany.com/uk/,Unknown,GB830479132,https://www.thewhitecompany.com/uk/help/contact-us,,,,Email customer service,
286,Whsmith,WHSMITH,https://www.whsmith.co.uk/,Unknown,GB238554836,support@whsmith.co.uk,,,,Email customer service,
287,Wickes,WICKES,https://www.wickes.co.uk,Unknown,GB336725881,https://www.wickes.co.uk/contactus,,,,Email customer service,
288,Wilko,WILKO,https://www.wilko.com/,Unknown,GB125596651,https://www.wilko.com/en-uk/help,,,,Fill out Contact Us form,
289,Winfields Outdoors,WINFIELDS OUTDOORS,https://www.winfieldsoutdoors.co.uk,Unknown,GB229864272,https://www.winfieldsoutdoors.co.uk/contact,,,,Email customer service,
290,Works,WORKS,https://www.theworks.co.uk/,Unknown,GB135597879,https://www.theworks.co.uk/contact,,,,Fill out Contact Us to request for an invoice,
291,Xs-Stock,XS-STOCK,https://www.xs-stock.co.uk,Unknown,GB410033079,support@xs-stock.co.uk,,,,"Chat support ",
292,Zatu,ZATU,https://www.board-game.co.uk,Yes,GB249581764,team@zatu.co.uk,None,None,true,Email customer services,Never had any issues with large orders or multiple orders
293,Zavvi,ZAVVI,https://www.zavvi.com/,Yes,GB442381213,Open Ticket,None,None,true,Open ticket from account,Never had any issues with large orders or multiple orders
294,Zestbeauty,ZESTBEAUTY,https://www.zestbeauty.com/,Unknown,GB128465304,customerservices@zestbeauty.com,,,,Email customer services,
295,Zooplus,ZOOPLUS,https://www.zooplus.co.uk,Unknown,GB922901342,https://support.zooplus.co.uk/en/support/tickets/new,,,,A VAT invoice will be sent via email and this can also be found in Orders Section,
296,Sweetcare,Sweetcare,,No,,https://www.sweetcare.com/contactus.aspx,,,,,Company in portugal and dont pay VAT or give VAT invoice
297,Kleinfeld,Kleinfeld,https://www.kleinfeld.co.uk/,SCAM,SCAM,SCAM,SCAM,SCAM,false,SCAM,SCAM
298,My Origines,My Origines,https://www.my-origines.com/,Unknown,Unknown,,,,,Unknown,
299,Electricalsonline,electricalsonline,https://www.electricalsonline.co.uk/,,,,,,,Invoice sent to email on order confirmation,
300,Iafstore,IAFStore,https://www.iafstore.com/ita,No,None,https://www.iafstore.com/ticket/tickets.asp,,,,Company is located in Italy and therefore does not pay VAT,
301,Pampa,Pampa,https://www.pampa.co.uk/,Unknown,GB595 818 972,,,,,Invoice sent to email on order confirmation,
302,Face The Future,Face The Future,https://www.facethefuture.co.uk/,No,GB213061169,shop@facethefuture.co.uk,,,,Email customer service,
303,Sweetcare,Sweetcare,https://www.sweetcare.com/,No,N/A,https://www.sweetcare.com/gb/contactus.aspx,None,None,true,Do not issue VAT invoice as they are based in Portugal,Stay under £135 to avoid import fees
304,UK Planet,UK Planet Tools,https://www.ukplanettools.co.uk/,Yes,,support@ukplanettools.co.uk,,,,Invoice sent to email after dispatch,
